,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,trafficSource.medium,device.isMobile,weekend_prop,hour,totals.hits.log,totals.pageviews.log,bounce_prop
7134,Referral,Chrome,desktop,Macintosh,referral,0,1.0,4.0,2.995732273553991,2.8903717578961645,0.0
7135,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,3.2188758248682006,3.091042453358316,0.0
7136,Referral,Chrome,desktop,Linux,referral,0,0.0,21.0,0.0,0.0,0.5555555555555556
7137,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,7.5,2.4849066497880004,2.302585092994046,0.0
7138,Direct,Chrome,desktop,Windows,(none),0,0.0,6.0,2.6390573296152584,2.5649493574615367,0.0
7139,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,19.5,1.8718021769015913,1.7047480922384253,0.0
7140,Direct,Firefox,desktop,Windows,(none),0,0.0,19.0,2.70805020110221,2.6390573296152584,0.0
7141,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,2.302585092994046,2.2512917986064953,0.0
7142,Affiliates,Chrome,desktop,Macintosh,affiliate,0,0.0,22.0,2.5649493574615367,2.5649493574615367,0.0
7143,Referral,Chrome,desktop,Windows,referral,0,0.0,8.0,1.3862943611198906,1.3862943611198906,0.0
7144,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,0.0,4.0943445622221,3.871201010907891,0.0
7145,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.0,3.58351893845611,3.367295829986474,0.0
7146,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,1.0986122886681098,1.0986122886681098,0.1428571428571428
7147,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,0.6931471805599453,0.6931471805599453,0.3333333333333333
7148,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,2.1400661634962708,1.9459101490553132,0.0
7149,Organic Search,Safari,desktop,Macintosh,organic,0,0.5,15.0,3.1986731175506815,2.9444389791664403,0.0
7150,Organic Search,Firefox,desktop,Macintosh,organic,0,0.0,15.0,3.044522437723423,2.9444389791664403,0.0
7151,Referral,Chrome,desktop,Macintosh,referral,0,0.025,17.5,2.70805020110221,2.4849066497880004,0.025
7152,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,2.995732273553991,2.995732273553991,0.0
7153,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,19.0,2.9444389791664403,2.833213344056216,0.0
7154,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,20.0,1.0986122886681098,1.0986122886681098,0.0
7155,Organic Search,Chrome,desktop,Linux,organic,0,0.0,21.0,2.9444389791664403,2.70805020110221,0.0
7156,Organic Search,Safari,desktop,Macintosh,organic,0,0.1176470588235294,8.0,1.9459101490553132,1.9459101490553132,0.0588235294117647
7157,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.70805020110221,2.5649493574615367,0.3333333333333333
7158,Referral,Chrome,desktop,Windows,referral,0,0.0,5.0,2.772588722239781,2.70805020110221,0.0
7159,Referral,Chrome,desktop,Macintosh,referral,0,0.25,5.0,2.4423470353692043,2.4423470353692043,0.0
7160,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,2.3978952727983707,2.1972245773362196,0.0
7161,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,18.0,0.6931471805599453,0.6931471805599453,0.1666666666666666
7162,Referral,Chrome,desktop,Windows,referral,0,0.0,9.5,2.1972245773362196,1.8718021769015913,0.25
7163,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,8.0,1.6094379124341003,1.3862943611198906,0.0
7164,Direct,Safari,desktop,Macintosh,(none),0,0.0,3.0,3.258096538021482,2.995732273553991,0.0
7165,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,7.5,3.0204248861443626,2.70805020110221,0.0
7166,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,0.0,0.0,0.5714285714285714
7167,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.0,3.5263605246161616,3.2188758248682006,0.0
7168,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,0.6931471805599453,0.6931471805599453,0.0
7169,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,2.6390573296152584,2.6390573296152584,0.0
7170,Referral,Chrome,mobile,Android,referral,1,0.6,11.0,1.0986122886681098,1.0986122886681098,0.4
7171,Direct,Chrome,desktop,Macintosh,(none),0,0.1666666666666666,16.0,2.4423470353692043,2.302585092994046,0.1666666666666666
7172,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.2222222222222222,15.0,2.1972245773362196,2.1972245773362196,0.1111111111111111
7173,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,0.0,0.0,0.6666666666666666
7174,Direct,Safari,mobile,iOS,(none),1,0.0,17.0,2.8903717578961645,2.833213344056216,0.0
7175,Referral,Chrome,desktop,Macintosh,referral,0,0.25,16.5,2.5257286443082556,2.3513752571634776,0.0
7176,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.332204510175204,3.1354942159291497,0.0
7177,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,2.740840023925201,2.740840023925201,0.0
7178,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.0,3.9889840465642745,3.6109179126442243,0.0
7179,Organic Search,Chrome,desktop,Windows,organic,0,0.25,16.0,2.2512917986064953,2.1972245773362196,0.25
7180,Referral,Chrome,desktop,Macintosh,referral,0,0.5,18.0,3.044522437723423,2.772588722239781,0.5
7181,Direct,Chrome,desktop,Linux,(none),0,0.0,22.0,2.8903717578961645,2.772588722239781,0.0
7182,Direct,Chrome,desktop,Windows,(none),0,0.0,22.0,2.833213344056216,2.70805020110221,0.0
7183,Referral,Chrome,desktop,Macintosh,referral,0,0.5,2.5,3.4657359027997265,3.1780538303479458,0.0
7184,Direct,Chrome,desktop,Linux,(none),0,0.0,19.5,2.0794415416798357,2.0149030205422647,0.5
7185,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,13.5,3.6506582412937387,3.4965075614664802,0.0
7186,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,15.0,3.58351893845611,3.4657359027997265,0.0
7187,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,2.9444389791664403,2.833213344056216,0.0
7188,Referral,Chrome,desktop,Chrome OS,referral,0,0.5,18.0,3.5409593240373143,3.3141860046725258,0.0
7189,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.0,3.9318256327243257,3.58351893845611,0.0
7190,Referral,Chrome,desktop,Windows,referral,0,0.0,12.0,3.349904087274605,3.068052935133617,0.5
7191,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,3.624340932976365,3.3141860046725258,0.0
7192,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.871201010907891,3.5553480614894135,0.0
7193,Referral,Chrome,desktop,Linux,referral,0,0.0,18.5,2.6741486494265287,2.3978952727983707,0.0
7194,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,22.0,3.332204510175204,3.2188758248682006,0.0
7195,Referral,Chrome,mobile,Android,referral,1,0.0,17.0,2.6390573296152584,2.6390573296152584,0.0
7196,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,21.0,3.5553480614894135,2.772588722239781,0.0
7197,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,2.8903717578961645,2.5257286443082556,0.5
7198,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,21.0,3.332204510175204,3.044522437723423,0.0
7199,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,18.5,2.833213344056216,2.5649493574615367,0.0
7200,Referral,Chrome,desktop,Macintosh,referral,0,0.125,18.0,1.6094379124341003,1.6094379124341003,0.125
7201,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,2.0794415416798357,1.8718021769015913,0.5
7202,Direct,Safari,tablet,iOS,(none),1,0.6666666666666666,15.0,0.0,0.0,0.6666666666666666
7203,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.5,2.1400661634962708,1.8718021769015913,0.1666666666666666
7204,Organic Search,Chrome,desktop,Windows,organic,0,0.0,6.0,3.5409593240373143,3.2771447329921766,0.0
7205,Referral,Chrome,desktop,Macintosh,referral,0,0.1818181818181818,16.0,1.791759469228055,1.6094379124341003,0.303030303030303
7206,Direct,Chrome,desktop,Macintosh,(none),0,0.0,20.0,2.70805020110221,2.5649493574615367,0.0
7207,Organic Search,Safari,mobile,iOS,organic,1,0.0,17.0,3.6109179126442243,3.4965075614664802,0.0
7208,Referral,Chrome,desktop,Linux,referral,0,0.0,17.0,3.2188758248682006,2.995732273553991,0.0
7209,Referral,Chrome,desktop,Linux,referral,0,0.0,17.5,2.302585092994046,2.2512917986064953,0.25
7210,Referral,Chrome,desktop,Macintosh,referral,0,0.6666666666666666,23.0,3.1780538303479458,2.70805020110221,0.0
7211,Organic Search,Chrome,desktop,Macintosh,organic,0,0.2857142857142857,18.0,2.5649493574615367,2.5649493574615367,0.1428571428571428
7212,Direct,Chrome,desktop,Windows,(none),0,0.0,3.0,4.02535169073515,3.6635616461296463,0.0
7213,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,3.258096538021482,3.091042453358316,0.0
7214,Referral,Chrome,desktop,Macintosh,referral,0,0.0,14.0,2.6390573296152584,2.5649493574615367,0.0
7215,Referral,Chrome,desktop,Macintosh,referral,0,0.0666666666666666,19.0,1.791759469228055,1.791759469228055,0.0
7216,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,2.8622008809294686,2.6390573296152584,0.0
7217,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.5,2.772588722239781,2.4849066497880004,0.1666666666666666
7218,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,3.295836866004329,3.1354942159291497,0.3333333333333333
7219,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.6375861597263857,3.367295829986474,0.0
7220,Organic Search,Safari,mobile,iOS,organic,1,0.0,17.0,0.0,0.0,0.8
7221,Organic Search,Chrome,mobile,Android,organic,1,0.0,17.5,2.6741486494265287,2.4849066497880004,0.0
7222,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.367295829986474,3.044522437723423,0.0
7223,Referral,Chrome,desktop,Linux,referral,0,0.6666666666666666,3.0,1.3862943611198906,1.3862943611198906,0.0
7224,Direct,Firefox,desktop,Windows,(none),0,1.0,16.0,3.2188758248682006,2.8903717578961645,0.0
7225,Organic Search,Safari,tablet,iOS,organic,1,0.0,9.5,2.6390573296152584,2.2512917986064953,0.25
7226,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,14.0,2.0794415416798357,2.0794415416798357,0.0
7227,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,1.0986122886681098,1.0986122886681098,0.0769230769230769
7228,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.871201010907891,3.6109179126442243,0.0
7229,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.044522437723423,3.044522437723423,0.0
7230,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,1.8718021769015913,1.791759469228055,0.0
7231,Direct,Chrome,desktop,Windows,(none),0,0.0,7.0,2.302585092994046,2.1972245773362196,0.0
7232,Organic Search,Chrome,desktop,Windows,organic,0,0.0,4.0,3.2188758248682006,3.044522437723423,0.0
7233,Organic Search,Chrome,desktop,Linux,organic,0,0.0,21.0,2.6390573296152584,2.6390573296152584,0.0
7234,Organic Search,Chrome,desktop,Windows,organic,0,1.0,22.5,2.4423470353692043,2.3513752571634776,0.0
7235,Referral,Chrome,desktop,Macintosh,referral,0,0.6,18.0,1.0986122886681098,1.0986122886681098,0.4
7236,Organic Search,Chrome,mobile,Android,organic,1,0.0,6.0,3.1354942159291497,2.995732273553991,0.0
7237,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,2.740840023925201,2.3978952727983707,0.0
7238,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.3513752571634776,2.2512917986064953,0.0833333333333333
7239,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,2.5649493574615367,2.3978952727983707,0.2
7240,Organic Search,Chrome,desktop,Linux,organic,0,0.5,16.5,2.1972245773362196,1.9459101490553132,0.0
7241,Referral,Chrome,desktop,Windows,referral,0,0.0,12.0,3.3141860046725258,2.9444389791664403,0.0
7242,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.6390573296152584,2.3978952727983707,0.0
7243,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,2.3978952727983707,2.302585092994046,0.0
7244,Direct,Chrome,desktop,Chrome OS,(none),0,0.5,13.0,3.7013019741124933,3.4339872044851463,0.0
7245,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,2.803360380906535,2.6390573296152584,0.0
7246,Organic Search,Chrome,mobile,Android,organic,1,0.0,16.0,0.6931471805599453,0.6931471805599453,0.2
7247,Referral,Chrome,desktop,Macintosh,referral,0,1.0,15.5,3.56953269648137,3.417726683613366,0.0
7248,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,1.791759469228055,1.791759469228055,0.3333333333333333
7249,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.0,2.3978952727983707,2.3978952727983707,0.0
7250,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,3.2386784521643803,2.970414465569701,0.5
7251,Referral,Chrome,desktop,Linux,referral,0,0.0,19.0,2.4849066497880004,2.302585092994046,0.1428571428571428
7252,Direct,Chrome,mobile,Android,(none),1,0.0,23.0,2.740840023925201,2.6026896854443837,0.0
7253,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.6375861597263857,3.367295829986474,0.0
7254,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.332204510175204,2.995732273553991,0.0
7255,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.1135153092103742,2.6026896854443837,0.25
7256,Organic Search,Chrome,desktop,Windows,organic,0,0.0,8.0,3.970291913552122,3.6109179126442243,0.0
7257,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,19.0,1.0986122886681098,1.0986122886681098,0.0
7258,Direct,Chrome,mobile,Android,(none),1,0.0,14.5,4.1588830833596715,3.8501476017100584,0.0
7259,Referral,Chrome,desktop,Linux,referral,0,0.0,15.0,3.4657359027997265,3.332204510175204,0.0
7260,Referral,Chrome,desktop,Macintosh,referral,0,0.0,1.0,3.5263605246161616,3.4657359027997265,0.0
7261,Referral,Chrome,desktop,Windows,referral,0,0.0,17.0,1.9459101490553132,1.791759469228055,0.4
7262,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0588235294117647,14.0,0.6931471805599453,0.6931471805599453,0.4117647058823529
7263,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,3.4011973816621555,2.9444389791664403,0.0
7264,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,5.0,3.871201010907891,3.6635616461296463,0.0
7265,Referral,Chrome,desktop,Macintosh,referral,0,0.3333333333333333,16.0,0.0,0.0,0.6666666666666666
7266,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.0,16.0,2.4849066497880004,2.4849066497880004,0.3333333333333333
7267,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.0794415416798357,2.0794415416798357,0.125
7268,Referral,Chrome,desktop,Windows,referral,0,1.0,13.0,5.631211781821365,5.429345628954441,0.0
7269,Organic Search,Chrome,desktop,Windows,organic,0,1.0,12.0,4.605170185988092,4.276666119016055,0.0
7270,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.5,9.0,3.2771447329921766,2.995732273553991,0.0
7271,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,15.0,3.970291913552122,3.713572066704308,0.0
7272,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.3978952727983707,2.3978952727983707,0.0
7273,Referral,Chrome,desktop,Windows,referral,0,0.0,20.5,3.417726683613366,3.1986731175506815,0.0
7274,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,10.0,2.772588722239781,2.6390573296152584,0.0
7275,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,19.0,3.7612001156935624,3.6375861597263857,0.0
7276,Referral,Chrome,desktop,Macintosh,referral,0,0.0,8.0,1.5040773967762742,1.0986122886681098,0.25
7277,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,7.0,3.349904087274605,3.1354942159291497,0.0
7278,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,3.044522437723423,2.772588722239781,0.0
7279,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.091042453358316,2.6390573296152584,0.2
7280,Direct,Chrome,desktop,Macintosh,(none),0,0.1666666666666666,17.0,0.6931471805599453,0.6931471805599453,0.3333333333333333
7281,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.8903717578961645,2.772588722239781,0.0
7282,Referral,Chrome,desktop,Linux,referral,0,0.4,18.0,1.8718021769015913,1.6094379124341003,0.0
7283,Direct,Edge,desktop,Windows,(none),0,0.0,12.5,2.302585092994046,2.1972245773362196,0.5
7284,Organic Search,Chrome,mobile,Android,organic,1,0.0,8.5,0.9162907318741551,0.9162907318741551,0.25
7285,Direct,Chrome,desktop,Macintosh,(none),0,0.0,23.0,3.295836866004329,3.2188758248682006,0.0
7286,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.0,2.833213344056216,2.70805020110221,0.0
7287,Organic Search,Firefox,desktop,Windows,organic,0,0.0,22.0,2.5649493574615367,2.3978952727983707,0.0
7288,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,3.0,4.219507705176107,3.912023005428146,0.0
7289,Referral,Chrome,desktop,Chrome OS,referral,0,1.0,15.0,3.4011973816621555,3.1780538303479458,0.0
7290,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,1.7047480922384253,1.7047480922384253,0.4444444444444444
7291,Referral,Chrome,desktop,Macintosh,referral,0,0.2,15.0,2.4849066497880004,2.302585092994046,0.0
7292,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.5263605246161616,3.332204510175204,0.0
7293,Organic Search,Firefox,desktop,Windows,organic,0,0.0,12.0,3.3141860046725258,3.044522437723423,0.5
7294,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.5,2.4423470353692043,2.3513752571634776,0.0
7295,Organic Search,Chrome,desktop,Windows,organic,0,0.5,11.0,3.417726683613366,2.970414465569701,0.0
7296,Direct,Chrome,desktop,Windows,(none),0,0.0,17.0,1.0986122886681098,0.6931471805599453,0.0
7297,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,21.5,3.258096538021482,2.9444389791664403,0.0
7298,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,15.0,0.6931471805599453,0.6931471805599453,0.3333333333333333
7299,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.5,3.1570004211501135,2.917770732084279,0.5
7300,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,0.6931471805599453,0.6931471805599453,0.3333333333333333
7301,Organic Search,Safari,mobile,iOS,organic,1,0.0,9.5,3.091042453358316,2.8622008809294686,0.5
7302,Organic Search,Chrome,mobile,Android,organic,1,0.0,20.0,1.0986122886681098,1.0986122886681098,0.0
7303,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,5.0,3.1780538303479458,2.6390573296152584,0.0
7304,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,12.0,3.3141860046725258,3.1986731175506815,0.0
7305,Referral,Chrome,desktop,Linux,referral,0,0.0,12.0,4.110873864173311,3.7612001156935624,0.0
7306,Direct,Chrome,mobile,Android,(none),1,0.6666666666666666,1.0,1.3862943611198906,1.0986122886681098,0.0
7307,Paid Search,Chrome,desktop,Windows,cpc,0,0.3333333333333333,16.5,0.9162907318741551,0.6931471805599453,0.4166666666666667
7308,Direct,Chrome,desktop,Macintosh,(none),0,0.0,22.0,3.2188758248682006,2.6390573296152584,0.0
7309,Paid Search,Chrome,mobile,Android,cpc,1,0.2,20.0,2.5649493574615367,2.3978952727983707,0.0
7310,Direct,Chrome,desktop,Linux,(none),0,0.0,18.0,2.772588722239781,2.4849066497880004,0.0
7311,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.0,3.295836866004329,3.1354942159291497,0.0
7312,Referral,Chrome,desktop,Macintosh,referral,0,1.0,13.0,2.5649493574615367,2.5649493574615367,0.3333333333333333
7313,Direct,Chrome,desktop,Macintosh,(none),0,0.3333333333333333,17.0,2.833213344056216,2.772588722239781,0.0
7314,Direct,Chrome,desktop,Windows,(none),0,0.0,19.0,2.1400661634962708,2.0149030205422647,0.25
7315,Direct,Chrome,desktop,Windows,(none),0,1.0,13.5,4.0163830207523885,3.6635616461296463,0.0
7316,Referral,Chrome,desktop,Windows,referral,0,0.0,22.0,1.0986122886681098,1.0986122886681098,0.3333333333333333
7317,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,2.302585092994046,2.0794415416798357,0.0
7318,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,2.0,2.4423470353692043,2.1972245773362196,0.0
7319,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,19.0,3.258096538021482,3.2188758248682006,0.0
7320,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,15.0,2.4849066497880004,2.2512917986064953,0.25
7321,Referral,Chrome,desktop,Macintosh,referral,0,1.0,19.0,2.4423470353692043,2.302585092994046,0.0
7322,Referral,Chrome,desktop,Macintosh,referral,0,1.0,7.0,3.5263605246161616,3.332204510175204,0.0
7323,Referral,Chrome,desktop,Macintosh,referral,0,0.0,9.0,2.1972245773362196,1.8718021769015913,0.0
7324,Referral,Chrome,desktop,Macintosh,referral,0,0.0,0.5,3.597312260588446,3.449987545831587,0.0
7325,Display,Chrome,desktop,Chrome OS,cpm,0,0.0,11.5,3.4011973816621555,3.1780538303479458,0.0
7326,Referral,Chrome,desktop,Macintosh,referral,0,0.0,3.0,2.4849066497880004,2.4849066497880004,0.0
7327,Referral,Chrome,desktop,Windows,referral,0,0.0,12.0,1.791759469228055,1.6094379124341003,0.5
7328,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,2.6026896854443837,2.302585092994046,0.0
7329,Referral,Chrome,desktop,Macintosh,referral,0,0.25,20.5,1.252762968495368,1.0986122886681098,0.0
7330,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,4.04305126783455,3.7376696182833684,0.0
7331,Direct,Chrome,desktop,Windows,(none),0,0.0,16.0,1.252762968495368,1.252762968495368,0.0
7332,Referral,Chrome,desktop,Macintosh,referral,0,0.1666666666666666,4.5,3.1354942159291497,2.917770732084279,0.0
7333,Affiliates,Chrome,desktop,Windows,affiliate,0,0.0,15.0,2.302585092994046,2.0794415416798357,0.0
7334,Organic Search,Chrome,desktop,Macintosh,organic,0,0.3333333333333333,14.0,3.091042453358316,2.995732273553991,0.0
7335,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,3.6109179126442243,3.367295829986474,0.0
7336,Direct,Chrome,desktop,Windows,(none),0,0.0,17.0,4.248495242049359,4.04305126783455,0.0
7337,Organic Search,Safari,mobile,iOS,organic,1,1.0,2.0,2.995732273553991,2.8903717578961645,0.0
7338,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,3.1780538303479458,2.995732273553991,0.0
7339,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,19.0,4.07753744390572,3.8501476017100584,0.0
7340,Direct,Safari,mobile,iOS,(none),1,0.5,22.0,2.6741486494265287,2.5649493574615367,0.0
7341,Organic Search,Edge,desktop,Windows,cpc,0,0.5,16.5,4.579852378003801,4.290459441148391,0.0
7342,Referral,Chrome,desktop,Macintosh,referral,0,0.1428571428571428,15.0,1.7047480922384253,1.6094379124341003,0.1428571428571428
7343,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,19.0,3.4965075614664802,3.1780538303479458,0.0
7344,Organic Search,Internet Explorer,mobile,Windows,organic,1,0.3333333333333333,6.0,3.367295829986474,2.995732273553991,0.0
7345,Referral,Chrome,desktop,Macintosh,referral,0,0.25,16.5,1.6094379124341003,1.3862943611198906,0.5
7346,Referral,Chrome,desktop,Windows,referral,0,0.0,19.0,2.0149030205422647,1.7047480922384253,0.0
7347,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,3.56953269648137,3.2771447329921766,0.0
7348,Referral,Chrome,desktop,Chrome OS,referral,0,0.5,16.5,3.1135153092103742,2.8903717578961645,0.0
7349,Referral,Chrome,desktop,Macintosh,referral,0,0.0,22.0,4.634728988229636,4.31748811353631,0.0
7350,Direct,Chrome,desktop,Windows,(none),0,0.0,19.5,2.2512917986064953,2.0794415416798357,0.0
7351,Direct,Chrome,desktop,Windows,(none),0,0.0,4.5,4.182050142641207,4.034240638152395,0.0
7352,Organic Search,Chrome,desktop,Windows,organic,0,0.0,17.0,2.6741486494265287,2.6026896854443837,0.0
7353,Organic Search,Chrome,tablet,Android,organic,1,0.0,16.5,3.044522437723423,2.9444389791664403,0.0
7354,Referral,Chrome,desktop,Linux,referral,0,0.0,23.0,3.6888794541139363,3.367295829986474,0.0
7355,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,2.833213344056216,2.6390573296152584,0.3333333333333333
7356,Referral,Chrome,desktop,Macintosh,referral,0,0.0,5.0,3.1354942159291497,2.995732273553991,0.0
7357,Referral,Chrome,desktop,Linux,referral,0,0.0,17.5,2.0794415416798357,1.9459101490553132,0.0
7358,Referral,Chrome,desktop,Macintosh,referral,0,0.25,6.0,2.1972245773362196,2.0149030205422647,0.0
7359,Direct,Chrome,mobile,Android,(none),1,1.0,19.0,2.70805020110221,2.4849066497880004,0.3333333333333333
7360,Display,Chrome,desktop,Macintosh,cpm,0,0.0,14.0,2.0794415416798357,1.9459101490553132,0.0
7361,Referral,Chrome,desktop,Linux,referral,0,0.0,22.0,3.044522437723423,2.772588722239781,0.0
7362,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,3.1354942159291497,2.917770732084279,0.0
7363,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,3.4011973816621555,3.2188758248682006,0.0
7364,Referral,Chrome,desktop,Macintosh,referral,0,0.6666666666666666,15.0,2.0794415416798357,1.791759469228055,0.3333333333333333
7365,Organic Search,Chrome,tablet,Android,organic,1,0.0,23.0,2.8903717578961645,2.8903717578961645,0.0
7366,Direct,Chrome,mobile,Android,(none),1,0.0,19.5,1.0986122886681098,0.9162907318741551,0.3333333333333333
7367,Organic Search,Chrome,mobile,Android,organic,1,1.0,18.0,2.995732273553991,2.772588722239781,0.0
7368,Organic Search,Safari,desktop,Macintosh,organic,0,0.0909090909090909,4.0,3.6109179126442243,3.367295829986474,0.2727272727272727
7369,Organic Search,Chrome,desktop,Windows,organic,0,0.0,18.0,4.1588830833596715,3.784189633918261,0.0
7370,Organic Search,Chrome,mobile,Android,organic,1,0.3636363636363636,20.0,1.3862943611198906,1.3862943611198906,0.4545454545454545
7371,Organic Search,Chrome,tablet,iOS,organic,1,0.6666666666666666,5.0,0.0,0.0,0.6666666666666666
7372,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,1.791759469228055,1.791759469228055,0.0
7373,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.5,3.58351893845611,3.1135153092103742,0.5
7374,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,18.5,1.3862943611198906,1.252762968495368,0.1666666666666666
7375,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,3.2386784521643803,2.8903717578961645,0.0
